타라, 86, 151
마하, 75, 161
다하, 84, 197
차라, 80, 149
나자, 47, 161
하나, 42, 178
카바, 90, 158
자나, 95, 194
파다, 54, 192
나바, 70, 174
카타, 58, 196
나마, 61, 146
자자, 42, 185
자가, 89, 188
마자, 56, 169
가파, 78, 192
마타, 54, 147
마하, 59, 167
하바, 51, 155
가타, 59, 196
마라, 45, 152
하나, 45, 169
타라, 53, 179
라타, 74, 143
사다, 58, 179
차아, 43, 146
카하, 98, 156
사카, 83, 182
아타, 99, 177
마자, 40, 196
사가, 95, 174
타아, 78, 171
나파, 99, 197
카자, 95, 156
가라, 79, 145
자라, 43, 174
카하, 91, 193
자아, 60, 177
사차, 70, 198
파하, 42, 183
라자, 84, 182
차자, 67, 174
파가, 48, 140
마가, 54, 141
마사, 87, 153
다아, 99, 194
차사, 69, 147
마라, 92, 190
하바, 65, 153
하타, 41, 174
마카, 67, 179
바차, 93, 154
하라, 62, 186
나라, 45, 189
하마, 54, 157
하차, 43, 159
바바, 73, 179
마마, 84, 153
아마, 63, 145
타카, 79, 184
차자, 61, 180
다사, 87, 143
카사, 96, 190
차하, 76, 142
차하, 52, 151
마하, 66, 151
파나, 81, 158
카가, 58, 158
가자, 41, 156
나차, 51, 176
다바, 67, 176
다하, 68, 180
자가, 57, 186
다바, 92, 168
하나, 94, 142
타타, 53, 149
차다, 45, 161
바바, 89, 183
하아, 98, 160
나사, 64, 179
아바, 81, 160
차카, 55, 162
가마, 94, 188
바다, 45, 164
다아, 85, 180
다차, 91, 161
마나, 58, 146
파사, 83, 152
아사, 92, 173
타나, 98, 193
사바, 46, 169
자다, 46, 178
다가, 98, 159
사마, 51, 183
라파, 76, 155
파바, 56, 176
사나, 57, 143
카카, 96, 197
다타, 93, 166
바차, 59, 186
사자, 53, 192
자차, 92, 161
아자, 45, 163
파다, 88, 170
마나, 81, 191
카사, 64, 159
차파, 82, 161
바파, 41, 154
사사, 76, 165
타라, 87, 194
아타, 90, 166
자나, 80, 152
카나, 99, 153
자사, 80, 180
타바, 50, 196
파사, 45, 173
마하, 43, 147
차아, 94, 182
바자, 65, 164
마나, 67, 157
파라, 91, 148
바나, 87, 199
바자, 57, 168
다차, 60, 151
타가, 69, 146
자아, 76, 186
차가, 51, 149
타바, 59, 194
다라, 76, 166
하자, 64, 143
자차, 90, 186
자다, 80, 192
라차, 84, 142
자하, 78, 152
차하, 53, 197
카가, 48, 180
자가, 89, 157
라다, 73, 189
하타, 83, 181
파하, 82, 142
카다, 96, 160
나나, 93, 149
나차, 59, 164
하자, 94, 142
카마, 47, 142
마다, 60, 152
하가, 72, 176
타차, 56, 160
라하, 63, 142
사라, 42, 193
차차, 90, 172
다하, 62, 176
마라, 64, 142
나차, 48, 170
사라, 65, 197
라카, 48, 142
하가, 56, 164
타바, 89, 146
타바, 50, 199
다파, 85, 199
라바, 84, 143
다자, 65, 190
나하, 90, 154
바라, 64, 144
파자, 50, 161
바바, 92, 198
파사, 76, 150
카나, 72, 173
파마, 58, 185
마타, 71, 142
차타, 68, 147
마자, 58, 169
아마, 92, 192
파나, 41, 189
타타, 47, 171
라카, 42, 157
나다, 75, 173
파마, 64, 155
자카, 70, 188
차다, 61, 195
다하, 51, 168
가차, 55, 170
파카, 95, 188
타마, 46, 177
차가, 86, 171
하타, 52, 180
라바, 49, 155
카하, 51, 165
파라, 65, 161
자바, 81, 173
카바, 58, 183
바자, 72, 154
차사, 76, 176
차사, 59, 171
타자, 81, 199
마바, 51, 140
마차, 40, 183
사자, 95, 176
차바, 58, 167
차파, 51, 180
자자, 91, 195
파가, 60, 177
다차, 70, 178
사나, 75, 185
하아, 57, 188
라다, 71, 192
차하, 48, 169
카마, 83, 149
바가, 94, 158
아아, 87, 162
다자, 64, 176
다자, 45, 196
하다, 49, 150
마나, 56, 169
카타, 88, 192
하카, 97, 175
아바, 99, 146
자나, 64, 168
바하, 50, 187
아다, 76, 152
사자, 49, 187
카다, 70, 180
하사, 98, 181
라아, 94, 189
자하, 72, 142
마아, 87, 182
라다, 65, 196
타사, 92, 176
카아, 44, 195
카마, 74, 195
바라, 41, 175
자나, 56, 150
하가, 99, 166
다자, 87, 151
바자, 87, 176
다파, 57, 170
파하, 63, 171
바바, 46, 170
자바, 54, 165
가하, 92, 176
라차, 83, 182
바가, 72, 152
자사, 80, 174
차다, 48, 164
하카, 65, 180
카차, 41, 172
하하, 64, 142
다타, 90, 181
차나, 80, 140
다하, 75, 189
라사, 63, 199
나카, 45, 166
하파, 67, 149
가자, 62, 179
가다, 55, 147
차자, 53, 151
가바, 41, 179
카차, 94, 184
다하, 96, 153
자라, 86, 173
나사, 56, 193
사마, 50, 165
바타, 85, 147
나라, 96, 197
다다, 81, 168
카마, 85, 185
자바, 89, 167
하하, 56, 168
라하, 66, 150
바사, 46, 181
파사, 93, 198
라카, 45, 151
하파, 66, 161
라카, 73, 186
마가, 83, 153
다자, 87, 154
가카, 85, 155
사바, 54, 192
타타, 41, 165
카차, 60, 190
바아, 72, 185
타파, 91, 185
가타, 63, 171
다파, 82, 182
가하, 89, 140
사사, 97, 146
사자, 75, 163
마파, 57, 176
하아, 70, 164
자자, 45, 175
아사, 59, 184
파사, 58, 173
아바, 41, 170
나하, 62, 198
마하, 44, 186
바카, 78, 170
차가, 85, 173
마파, 69, 193
자타, 42, 166
카파, 52, 198
마차, 61, 143
마라, 97, 152
카바, 91, 161
다카, 89, 181
가사, 44, 196
라파, 47, 184
마하, 62, 152
카가, 88, 153
사라, 62, 149
나마, 91, 149
가라, 96, 166
아라, 94, 183
파하, 53, 181
아나, 57, 177
사사, 67, 165
자사, 41, 171
아하, 60, 186
사바, 46, 147
사파, 46, 191
파파, 74, 161
마파, 46, 154
카가, 78, 157
마사, 46, 178
타하, 42, 164
가사, 48, 152
타차, 82, 179
파하, 99, 172
차하, 55, 198
아타, 46, 174
차다, 52, 183
사자, 59, 152
아바, 93, 177
차라, 58, 196
사차, 74, 182
타파, 59, 184
파파, 95, 154
나하, 98, 172
아카, 69, 146
자카, 94, 185
자가, 43, 167
라파, 84, 144
차자, 75, 153
차나, 41, 181
마차, 97, 145
라카, 90, 176
라카, 66, 157
아가, 86, 168
하나, 78, 141
사다, 47, 169
차라, 57, 174
나라, 80, 183
바타, 44, 195
카마, 91, 179
파바, 94, 182
마바, 82, 198
자라, 67, 160
라마, 65, 150
사마, 70, 175
사카, 82, 194
자다, 67, 183
나파, 85, 181
아사, 84, 164
아가, 65, 199
마카, 77, 187
차사, 51, 192
사바, 63, 160
가차, 85, 162
아하, 73, 158
라바, 69, 149
타파, 44, 141
아다, 42, 183
타라, 46, 163
카바, 99, 181
타아, 85, 193
라다, 59, 142
하자, 80, 178
하자, 99, 159
라카, 82, 158
파가, 89, 188
다차, 51, 169
하차, 82, 170
차자, 90, 195
아차, 55, 175
가차, 47, 167
아카, 76, 156
나가, 95, 184
타아, 88, 158
차나, 67, 161
나아, 62, 155
라자, 82, 144
타가, 93, 176
라다, 61, 151
나다, 70, 157
카나, 69, 153
가라, 98, 141
라타, 48, 165
마나, 82, 189
다가, 40, 179
나하, 45, 150
카차, 92, 183
파카, 46, 176
나다, 47, 154
타아, 67, 143
하다, 45, 166
하라, 61, 146
나카, 81, 196
파타, 55, 173
아하, 42, 193
가나, 69, 171
차나, 44, 199
마카, 71, 163
다타, 46, 180
하바, 58, 175
파가, 82, 157
라마, 78, 149
차자, 57, 194
나마, 70, 150
다나, 66, 171
다바, 67, 178
다라, 52, 190
자바, 69, 178
카하, 56, 182
하카, 67, 195
가사, 53, 160
다자, 97, 193
타다, 71, 183
나하, 72, 178
자가, 78, 161
나나, 41, 180
바카, 59, 188
카나, 49, 189
사카, 69, 197
아나, 60, 147
아아, 99, 185
파타, 62, 157
나가, 59, 173
라가, 71, 199
라아, 96, 180
사카, 87, 150
차자, 56, 182
라카, 64, 163
하다, 90, 184
자하, 43, 182
바바, 87, 159
차자, 82, 148
사가, 76, 141
타차, 48, 185
차차, 87, 150
바아, 87, 177
하타, 60, 196
아타, 75, 179
다파, 87, 169
사타, 43, 186
가가, 96, 158
파바, 42, 155
아차, 64, 181
가라, 71, 147
파나, 89, 198
나마, 59, 146
파마, 74, 173
사파, 80, 161
가마, 86, 172
아나, 96, 140
파카, 49, 191
아라, 86, 187
바타, 43, 166
가나, 83, 190
바사, 83, 163
마타, 91, 174
아사, 96, 178
라사, 96, 175
파다, 90, 162
라바, 93, 141
나자, 73, 194
카아, 44, 167
카다, 80, 185
파차, 94, 150
사다, 53, 163
바파, 95, 146
자마, 83, 195
나하, 62, 181
라파, 56, 183
나마, 98, 161
다사, 98, 154
마타, 77, 181
마카, 79, 186
카라, 85, 185
나바, 77, 172
가나, 40, 180
다파, 86, 142
아파, 67, 140
라다, 57, 144
마카, 80, 142
마자, 85, 174
라자, 72, 192
다가, 85, 159
차다, 72, 176
사바, 78, 177
타사, 51, 162
카나, 82, 168
차나, 67, 141
나자, 78, 183
타하, 73, 153
자파, 51, 158
바나, 94, 196
카바, 93, 148
차아, 44, 198
타자, 53, 184
차마, 93, 171
다바, 53, 150
자파, 45, 168
사나, 53, 194
마자, 84, 176
차타, 84, 143
하차, 93, 166
가마, 55, 159
가라, 79, 145
사나, 93, 146
파가, 89, 168
파자, 73, 190
가아, 87, 147
사아, 81, 161
사가, 86, 189
라차, 46, 189
타자, 74, 192
카사, 99, 197
파파, 58, 174
타다, 61, 151
라사, 98, 199
바사, 95, 158
바차, 68, 160
자하, 57, 190
아자, 77, 177
자타, 66, 158
차다, 98, 150
사자, 48, 191
나카, 41, 198
자다, 99, 143
타다, 72, 190
자바, 90, 163
마아, 55, 167
라하, 80, 153
하타, 49, 145
카카, 67, 160
라다, 69, 166
자라, 53, 173
아카, 63, 175
자다, 82, 185
가타, 72, 183
사바, 92, 155
파가, 93, 185
다파, 92, 147
가다, 92, 144
라카, 78, 164
사가, 99, 175
마아, 43, 163
마타, 96, 140
바사, 83, 170
차나, 59, 196
바파, 92, 178
바아, 51, 143
다바, 62, 178
마나, 50, 193
자차, 62, 171
차마, 66, 169
하가, 67, 177
나사, 77, 186
파나, 57, 157
다가, 86, 199
하사, 67, 191
가나, 72, 151
차사, 82, 194
타하, 64, 143
사나, 67, 186
하사, 72, 179
바차, 43, 164
아마, 86, 181
바다, 47, 196
가가, 80, 148
하나, 90, 166
마가, 79, 188
마카, 77, 163
나파, 49, 160
마하, 99, 147
아바, 55, 158
다가, 69, 189
아차, 78, 186
사마, 88, 176
차타, 48, 154
바나, 87, 164
나다, 98, 167
차라, 64, 179
마타, 91, 195
바가, 82, 174
바가, 64, 192
파타, 51, 172
다타, 65, 169
다카, 83, 175
라파, 73, 181
자가, 66, 148
타차, 50, 153
바하, 98, 169
라라, 47, 187
차라, 40, 168
파가, 59, 178
나파, 67, 142
파자, 94, 199
가마, 51, 194
나마, 61, 191
사카, 69, 155
차아, 49, 162
카타, 58, 141
마바, 86, 190
사가, 42, 148
마하, 80, 148
나카, 71, 150
나파, 94, 157
아다, 63, 170
바아, 73, 197
다라, 88, 171
라나, 43, 151
가파, 89, 185
자하, 57, 170
가라, 59, 195
바마, 81, 180
차마, 92, 166
차가, 45, 165
아마, 58, 145
가하, 75, 164
바바, 99, 192
가파, 65, 151
파바, 55, 194
가사, 77, 147
라아, 75, 178
가차, 92, 191
하사, 64, 157
차라, 70, 150
나라, 97, 175
차마, 80, 165
타파, 76, 175
나아, 54, 151
파가, 81, 176
나아, 96, 140
자자, 49, 178
카마, 81, 157
나카, 65, 197
아다, 97, 154
파가, 71, 153
사자, 47, 159
사타, 76, 165
하아, 77, 148
아다, 72, 180
파라, 64, 164
나바, 54, 167
바하, 69, 145
하사, 67, 194
라가, 54, 195
하가, 61, 176
가차, 71, 178
사라, 70, 168
아파, 71, 196
파가, 57, 176
라나, 41, 150
사사, 59, 168
나마, 57, 173
사자, 74, 187
사파, 77, 162
카마, 91, 198
다사, 46, 170
하차, 57, 152
하바, 90, 170
사나, 74, 149
나하, 44, 158
마하, 88, 192
마마, 45, 196
다하, 76, 162
마가, 92, 176
타다, 49, 147
다하, 84, 170
바마, 77, 163
카아, 89, 177
마다, 65, 164
가마, 56, 199
카사, 67, 195
파바, 47, 147
마파, 77, 157
타타, 49, 196
바아, 78, 189
바타, 72, 140
마자, 90, 180
하차, 42, 146
차카, 75, 184
마하, 89, 163
카가, 80, 169
마타, 90, 192
타마, 44, 188
타사, 92, 182
차차, 85, 173
자아, 55, 174
라차, 75, 182
차하, 60, 159
자아, 56, 157
바나, 85, 191
아나, 73, 145
라카, 55, 197
카라, 48, 179
라라, 86, 199
가나, 87, 181
나다, 97, 168
다타, 45, 194
아가, 61, 145
파카, 50, 167
하사, 48, 170
라가, 48, 141
타가, 84, 154
바다, 69, 142
아사, 56, 140
라파, 58, 165
나아, 58, 185
자차, 88, 188
바나, 61, 147
라아, 55, 164
자카, 93, 180
자카, 94, 195
타차, 60, 197
다나, 59, 155
자타, 45, 149
타하, 64, 183
라하, 46, 196
라아, 82, 193
마나, 91, 182
타타, 63, 178
사아, 56, 153
바가, 61, 169
아사, 97, 143
자카, 90, 183
타바, 53, 192
카아, 62, 143
사타, 50, 183
다하, 92, 141
마라, 43, 155
나사, 88, 172
나나, 67, 176
라하, 82, 174
자자, 59, 174
카하, 46, 157
아라, 70, 189
타가, 57, 144
라자, 59, 161
타카, 43, 178
가라, 88, 158
마라, 43, 159
사가, 58, 154
마자, 51, 165
카카, 48, 158
카마, 42, 166
자타, 73, 162
바마, 68, 187
하타, 64, 192
아차, 99, 196
다하, 68, 152
바카, 71, 143
바라, 93, 149
라라, 95, 194
바가, 90, 162
차라, 66, 175
하다, 73, 197
차나, 64, 145
다마, 53, 160
사다, 92, 182
하바, 64, 148
자파, 53, 189
파사, 85, 199
라사, 99, 197
타다, 50, 171
마하, 67, 195
카바, 47, 150
하가, 87, 180
하사, 95, 140
자파, 91, 166
아자, 44, 169
아차, 73, 176
가자, 52, 160
사마, 84, 153
바다, 81, 166
카타, 73, 198
아카, 53, 150
자가, 47, 168
다다, 98, 169
다바, 49, 158
사나, 41, 162
파나, 81, 174
라파, 68, 161
마카, 80, 147
차타, 55, 188
하가, 71, 184
라아, 73, 143
타차, 43, 189
가사, 63, 147
카사, 43, 167
나차, 42, 140
나마, 93, 150
아다, 42, 181
파바, 51, 141
사가, 87, 140
라타, 98, 185
타타, 88, 174
타하, 52, 165
차아, 71, 196
사마, 67, 196
하마, 48, 190
마아, 49, 189
가다, 46, 182
하카, 87, 154
파라, 86, 163
사파, 42, 192
카자, 69, 147
사마, 94, 163
바나, 58, 154
가라, 52, 158
아사, 63, 159
하차, 66, 180
바하, 82, 173
바자, 83, 140
하카, 49, 174
라카, 70, 153
파자, 98, 178
마카, 57, 148
마사, 67, 182
파바, 53, 163
카하, 99, 173
아마, 82, 164
타가, 70, 166
하카, 63, 142
차카, 61, 141
하자, 69, 142
차차, 65, 197
타가, 78, 155
마아, 40, 192
마라, 90, 155
자카, 65, 152
마가, 56, 162
하파, 72, 185
자아, 66, 160
바타, 53, 192
파하, 41, 169
하사, 57, 170
카자, 75, 144
마카, 40, 170
타아, 56, 151
카사, 78, 151
차자, 76, 159
나하, 88, 155
하바, 96, 150
아나, 67, 146
바파, 85, 181
나파, 95, 191
바라, 64, 165
가차, 44, 176
파나, 77, 153
바파, 57, 157
타사, 48, 166
바파, 98, 198
다아, 89, 162
라라, 47, 179
